"No.","Residence Hall","Room","Occupancy","Time"
59,"Gregorian Quad B","402E",1,4/7/2008 7:00
60,"Barbour Hall Apartments",340,4,4/7/2008 7:00
61,"Hegeman","A202",1,4/7/2008 7:01
62,"Gregorian Quad A","410D",1,4/7/2008 7:01
62,"Gregorian Quad A","410E",1,4/7/2008 7:01
62,"Gregorian Quad A","410F",1,4/7/2008 7:01
62,"Gregorian Quad B","401C",1,4/7/2008 7:01
62,"Gregorian Quad B","401F",1,4/7/2008 7:01
62,"Gregorian Quad B","403F",1,4/7/2008 7:02
62,"Gregorian Quad B","403A",1,4/7/2008 7:02
62,"Gregorian Quad B","405F",1,4/7/2008 7:02
63,"Slater Hall",106,1,4/7/2008 7:03
64,"Wayland House",318,1,4/7/2008 7:03
65,"Minden",301,3,4/7/2008 7:04
66,"Woolley",429,1,4/7/2008 7:04
67,"Young Orchard #2",210,4,4/7/2008 7:04
67,"Young Orchard #2",220,4,4/7/2008 7:04
68,"Gregorian Quad B","402B",1,4/7/2008 7:04
69,"Gregorian Quad B","403E",1,4/7/2008 7:05
70,"Hegeman","E114",1,4/7/2008 7:05
71,"Young Orchard #2",330,4,4/7/2008 7:05
72,"Minden",715,3,4/7/2008 7:06
73,"Young Orchard #2",240,4,4/7/2008 7:06
74,"Gregorian Quad B","405D",1,4/7/2008 7:06
75,"Young Orchard #2",340,4,4/7/2008 7:07
76,"Emery",401,1,4/7/2008 7:07
77,"Hegeman","A102",1,4/7/2008 7:07
78,"Gregorian Quad B","405E",1,4/7/2008 7:07
79,"Metcalf",302,1,4/7/2008 7:08
80,"Barbour Hall Apartments",240,4,4/7/2008 7:08
81,"Young Orchard #2",310,4,4/7/2008 7:08
82,"Gregorian Quad A",307,5,4/7/2008 7:08
83,"Metcalf",400,1,4/7/2008 7:09
83,"Metcalf",402,1,4/7/2008 7:09
84,"East Andrews",320,1,4/7/2008 7:09
85,"Gregorian Quad A","408C",1,4/7/2008 7:10
86,"West Andrews",353,1,4/7/2008 7:10
86,"West Andrews",355,1,4/7/2008 7:10
86,"West Andrews",357,1,4/7/2008 7:10
87,"Gregorian Quad A","409B",1,4/7/2008 7:10
88,"Young Orchard #10",210,4,4/7/2008 7:11
89,"East Andrews",222,1,4/7/2008 7:11
90,"Gregorian Quad A","409C",1,4/7/2008 7:11
91,"Emery",409,1,4/7/2008 7:11
91,"Emery",417,1,4/7/2008 7:11
92,"Young Orchard #2",320,4,4/7/2008 7:12
93,"Minden",812,2,4/7/2008 7:12
93,"Minden",814,2,4/7/2008 7:12
93,"Minden",809,2,4/7/2008 7:12
93,"Gregorian Quad A","410B",1,4/7/2008 7:12
94,"Emery",204,1,4/7/2008 7:13
94,"Emery",304,1,4/7/2008 7:13
94,"Emery",404,1,4/7/2008 7:13
95,"Metcalf",312,1,4/7/2008 7:13
95,"Metcalf",313,1,4/7/2008 7:13
95,"Metcalf",315,1,4/7/2008 7:13
96,"Gregorian Quad A",305,3,4/7/2008 7:14
97,"Young Orchard #2",410,4,4/7/2008 7:14
98,"East Andrews",322,1,4/7/2008 7:14
99,"Gregorian Quad B",307,5,4/7/2008 7:14
100,"Gregorian Quad A",204,4,4/7/2008 7:15
101,"Young Orchard #2",230,4,4/7/2008 7:15
102,"Minden",607,2,4/7/2008 7:15
103,"Sears House",221,1,4/7/2008 7:16
104,"Young Orchard #2",420,4,4/7/2008 7:16
105,"East Andrews",358,1,4/7/2008 7:16
105,"East Andrews",362,1,4/7/2008 7:16
106,"Gregorian Quad A","410C",1,4/7/2008 7:17
106,"Gregorian Quad A",309,4,4/7/2008 7:17
107,"Gregorian Quad A",411,3,4/7/2008 7:18
107,"Gregorian Quad A",312,4,4/7/2008 7:18
108,"Gregorian Quad B","403D",1,4/7/2008 7:18
109,"Drop to 112",,,4/7/2008 7:18
110,"No Show",,,4/7/2008 7:19
111,"Young Orchard #2",430,4,4/7/2008 7:19
112,"Gregorian Quad A",306,4,4/7/2008 7:19
113,"No Show",,,4/7/2008 7:19
114,"Metcalf",125,1,4/7/2008 7:20
115,"Young Orchard #2",440,4,4/7/2008 7:20
116,"No Show",,,4/7/2008 7:21
117,"Hegeman","E214",2,4/7/2008 7:21
117,"Hegeman","E215",3,4/7/2008 7:21
118,"West Andrews",257,1,4/7/2008 7:21
119,"West Andrews",219,1,4/7/2008 7:21
120,"No Show",,,4/7/2008 7:22
121,"Young Orchard #4",320,4,4/7/2008 7:22
122,"Metcalf",116,1,4/7/2008 7:22
123,"Sears House","306A",1,4/7/2008 7:22
124,"West Andrews",217,1,4/7/2008 7:22
125,"Sears House","400A",7,4/7/2008 7:22
126,"Young Orchard #4",310,4,4/7/2008 7:23
127,"East Andrews",360,1,4/7/2008 7:23
128,"Marcy House",215,1,4/7/2008 7:23
129,"Goddard House",336,1,4/7/2008 7:23
130,"Metcalf",107,1,4/7/2008 7:24
130,"Metcalf",109,1,4/7/2008 7:24
130,"Metcalf",102,1,4/7/2008 7:24
130,"Metcalf",111,1,4/7/2008 7:24
130,"Metcalf",104,1,4/7/2008 7:24
131,"Gregorian Quad A",205,3,4/7/2008 7:24
132,"Young Orchard #4",220,4,4/7/2008 7:25
133,"Gregorian Quad B","401D",1,4/7/2008 7:25
134,"West Andrews",203,1,4/7/2008 7:25
135,"West Andrews",207,1,4/7/2008 7:25
136,"Gregorian Quad B",306,4,4/7/2008 7:26
137,"West Andrews",253,1,4/7/2008 7:26
138,"Gregorian Quad B",301,4,4/7/2008 7:26
139,"East Andrews",206,1,4/7/2008 7:27
139,"East Andrews",208,1,4/7/2008 7:27
140,"Metcalf",306,1,4/7/2008 7:27
141,"No Show",,,4/7/2008 7:27
142,"Young Orchard #4",240,4,4/7/2008 7:27
143,"Drop to 150",,,4/7/2008 7:28
144,"Gregorian Quad B","401E",1,4/7/2008 7:28
145,"Young Orchard #4",210,4,4/7/2008 7:28
146,"East Andrews",462,1,4/7/2008 7:29
147,"Minden",207,2,4/7/2008 7:29
148,"West Andrews",205,1,4/7/2008 7:29
149,"East Andrews",420,1,4/7/2008 7:29
150,"West Andrews",407,1,4/7/2008 7:30
150,"East Andrews",422,1,4/7/2008 7:30
151,"West Andrews",457,1,4/7/2008 7:30
152,"Young Orchard #4",330,4,4/7/2008 7:31
153,"Gregorian Quad B",203,4,4/7/2008 7:31
154,"West Andrews",455,1,4/7/2008 7:31
155,"No Show",,,4/7/2008 7:31
156,"No Show",,,4/7/2008 7:32
157,"East Andrews",210,1,4/7/2008 7:32
158,"Metcalf",325,1,4/7/2008 7:32
159,"Plantations House",204,1,4/7/2008 7:32
160,"Metcalf",308,1,4/7/2008 7:33
161,"Hope College",106,1,4/7/2008 7:33
162,"Young Orchard #10",420,4,4/7/2008 7:33
162,"Young Orchard #10",430,4,4/7/2008 7:34
164,"Sears House",220,1,4/7/2008 7:34
165,"Sears House","306B",1,4/7/2008 7:34
166,"East Andrews",310,1,4/7/2008 7:34
167,"Metcalf",123,1,4/7/2008 7:35
168,"West Andrews",405,1,4/7/2008 7:35
169,"Woolley",129,1,4/7/2008 7:35
170,"Goddard House",312,1,4/7/2008 7:35
171,"Goddard House",231,1,4/7/2008 7:35
172,"Goddard House",232,1,4/7/2008 7:35
172,"Goddard House",233,1,4/7/2008 7:36
173,"No Show",,,4/7/2008 7:36
174,"Metcalf",419,1,4/7/2008 7:36
175,"Metcalf",309,1,4/7/2008 7:36
176,"East Andrews",308,1,4/7/2008 7:36
177,"Poland House",204,1,4/7/2008 7:37
178,"No Show",,,4/7/2008 7:37
179,"West Andrews",303,1,4/7/2008 7:37
180,"Young Orchard #10",230,4,4/7/2008 7:37
180,"Young Orchard #10",240,4,4/7/2008 7:37
180,"Young Orchard #10",330,4,4/7/2008 7:38
181,"Wayland House",346,1,4/7/2008 7:38
182,"Metcalf",314,1,4/7/2008 7:38
183,"Young Orchard #4",230,4,4/7/2008 7:38
,,,,
"(Beginning of Semester Level 6 Groups)",,,,
,,,,
184,"New Pembroke #3",212,1,4/7/2008 7:39
,,,,
"(Beginning of Semester Level 5 Groups)",,,,
,,,,
185,"Gregorian Quad B",205,4,4/7/2008 7:39
185,"Gregorian Quad B",206,4,4/7/2008 7:39
186,"Wayland House",326,1,4/7/2008 7:39
187,"East Andrews",304,1,4/7/2008 7:39
188,"Young Orchard #10",340,4,4/7/2008 7:39
189,"Gregorian Quad A",405,3,4/7/2008 7:40
190,"Young Orchard #4",340,4,4/7/2008 7:40
191,"East Andrews",406,1,4/7/2008 7:40
191,"East Andrews",408,1,4/7/2008 7:40
192,"Metcalf",316,1,4/7/2008 7:40
193,"Young Orchard #10",310,4,4/7/2008 7:41
194,"Gregorian Quad B",304,4,4/7/2008 7:41
195,"East Andrews",258,1,4/7/2008 7:42
196,"Drop to 198",,,4/7/2008 7:42
197,"Minden",306,2,4/7/2008 7:42
198,"Gregorian Quad A",311,4,4/7/2008 7:42
199,"Everett House",107,1,4/7/2008 7:43
200,"Harkness House",327,1,4/7/2008 7:43
201,"Drop to 447",,,4/7/2008 7:43
202,"Gregorian Quad A",208,5,4/7/2008 7:43
203,"No Show",,,4/7/2008 7:43
204,"Poland House",319,1,4/7/2008 7:44
205,"West Andrews",459,1,4/7/2008 7:44
205,"Hegeman","E116",3,4/7/2008 7:44
206,"Gregorian Quad B",303,4,4/7/2008 7:45
206,"East Andrews",204,1,4/7/2008 7:45
207,"Woolley",329,1,4/7/2008 7:45
208,"Poland House",332,1,4/7/2008 7:45
209,"Young Orchard #2",120,4,4/7/2008 7:47
210,"Goddard House",313,1,4/7/2008 7:47
211,"Wayland House",230,1,4/7/2008 7:47
212,"Gregorian Quad A",404,4,4/7/2008 7:47
213,"Goddard House",234,1,4/7/2008 7:47
214,"Olney House",221,1,4/7/2008 7:48
214,"Olney House",222,1,4/7/2008 7:48
214,"Olney House",223,1,4/7/2008 7:48
214,"Olney House",224,1,4/7/2008 7:48
215,"Sears House",212,1,4/7/2008 7:48
216,"Young Orchard #10",320,4,4/7/2008 7:48
217,"Metcalf",112,1,4/7/2008 7:48
218,"Chapin House","114A",1,4/7/2008 7:48
218,"Chapin House","114B",1,4/7/2008 7:48
219,"Wayland House",212,1,4/7/2008 7:48
220,"Hegeman","E212",2,4/7/2008 7:49
221,"Metcalf",407,1,4/7/2008 7:49
221,"Metcalf",416,1,4/7/2008 7:49
222,"Drop to 223",,,4/7/2008 7:49
223,"East Andrews",220,1,4/7/2008 7:49
223,"Gregorian Quad A",203,4,4/7/2008 7:50
224,"Barbour Hall Apartments",130,3,4/7/2008 7:50
225,"Hope College",208,1,4/7/2008 7:50
225,"Metcalf",412,1,4/7/2008 7:50
226,"Champlin",103,1,4/7/2008 7:50
227,"Gregorian Quad A",407,4,4/7/2008 7:51
227,"Gregorian Quad A",408,2,4/7/2008 7:51
228,"Gregorian Quad B",207,5,4/7/2008 7:51
229,"Wayland House",313,1,4/7/2008 7:52
230,"Grad Center B",640,5,4/7/2008 7:52
231,"Hope College",116,1,4/7/2008 7:52
232,"Hegeman","C401",3,4/7/2008 7:52
232,"Hegeman","C402",3,4/7/2008 7:52
233,"Hegeman","A201",3,4/7/2008 7:53
234,"Young Orchard #4",430,4,4/7/2008 7:54
234,"West Andrews",301,1,4/7/2008 7:54
235,"Champlin",423,1,4/7/2008 7:55
236,"Olney House",319,1,4/7/2008 7:55
237,"Gregorian Quad A",304,4,4/7/2008 7:55
238,"Gregorian Quad B",201,4,4/7/2008 7:56
239,"West Andrews",453,1,4/7/2008 7:56
240,"Gregorian Quad A",308,5,4/7/2008 7:56
241,"Hope College",206,1,4/7/2008 7:56
242,"Minden",307,2,4/7/2008 7:57
242,"Metcalf",418,1,4/7/2008 7:57
242,"Wayland House",213,1,4/7/2008 7:57
243,"Gregorian Quad B",202,4,4/7/2008 7:57
244,"Gregorian Quad A",303,4,4/7/2008 7:57
245,"Slater Hall",405,2,4/7/2008 7:58
246,"No Show",,,4/7/2008 7:58
247,"Young Orchard #4",410,4,4/7/2008 7:59
247,"Young Orchard #4",420,4,4/7/2008 7:59
247,"Barbour Hall",101,2,4/7/2008 7:59
248,"Drop to 286",,,4/7/2008 7:59
249,"Young Orchard #4",440,4,4/7/2008 7:59
250,"West Andrews",307,1,4/7/2008 8:00
250,"West Andrews",359,1,4/7/2008 8:00
251,"Gregorian Quad A",302,4,4/7/2008 8:00
252,"Drop to 288",,,4/7/2008 8:01
253,"Gregorian Quad A",301,4,4/7/2008 8:01
254,"Minden",407,2,4/7/2008 8:01
255,"Gregorian Quad A",310,5,4/7/2008 8:01
256,"Metcalf",411,1,4/7/2008 8:01
256,"Metcalf",406,1,4/7/2008 8:01
256,"Metcalf",317,1,4/7/2008 8:02
257,"Slater Hall",301,4,4/7/2008 8:02
258,"Gregorian Quad A",402,4,4/7/2008 8:02
259,"Plantations House",101,1,4/7/2008 8:02
259,"Barbour Hall",208,2,4/7/2008 8:03
260,"Young Orchard #10",410,4,4/7/2008 8:03
261,"Hegeman","B306",3,4/7/2008 8:03
261,"Hegeman","B304",3,4/7/2008 8:03
262,"Wayland House",304,1,4/7/2008 8:03
263,"Metcalf",409,1,4/7/2008 8:03
263,"Metcalf",410,1,4/7/2008 8:03
263,"Metcalf",413,1,4/7/2008 8:03
263,"Hegeman","A301",3,4/7/2008 8:04
264,"Young Orchard #10",440,4,4/7/2008 8:04
265,"East Andrews",458,1,4/7/2008 8:04
266,"Grad Center B",630,6,4/7/2008 8:04
267,"Gregorian Quad A",202,4,4/7/2008 8:05
268,"Gregorian Quad B",204,4,4/7/2008 8:05
269,"Young Orchard #4",120,4,4/7/2008 8:05
270,"East Andrews",410,1,4/7/2008 8:05
271,"Hegeman","A203",3,4/7/2008 8:06
272,"Metcalf",408,1,4/7/2008 8:06
273,"Wayland House",237,1,4/7/2008 8:06
274,"Hegeman","E213",3,4/7/2008 8:07
275,"Slater Hall",204,4,4/7/2008 8:07
275,"Hegeman","C308",3,4/7/2008 8:07
276,"Gregorian Quad A",201,4,4/7/2008 8:07
277,"Gregorian Quad A",210,5,4/7/2008 8:08
278,"Metcalf",414,1,4/7/2008 8:08
279,"Gregorian Quad B",107,5,4/7/2008 8:08
280,"Gregorian Quad B",103,5,4/7/2008 8:08
281,"Minden",206,2,4/7/2008 8:08
282,"Barbour Hall Apartments",310,3,4/7/2008 8:10
283,"East Andrews",262,1,4/7/2008 8:10
283,"East Andrews",356,1,4/7/2008 8:10
283,"East Andrews",456,1,4/7/2008 8:10
284,"Young Orchard #4",110,4,4/7/2008 8:11
284,"Goddard House",332,1,4/7/2008 8:11
284,"Goddard House",334,1,4/7/2008 8:11
285,"Champlin",306,1,4/7/2008 8:11
285,"Champlin",323,1,4/7/2008 8:11
286,"Gregorian Quad A",401,4,4/7/2008 8:11
286,"Gregorian Quad A",212,4,4/7/2008 8:11
287,"Young Orchard #10",110,4,4/7/2008 8:11
287,"Young Orchard #10",120,4,4/7/2008 8:11
288,"Machado",121,1,4/7/2008 8:12
288,"Gregorian Quad B",310,4,4/7/2008 8:12
288,"Goddard House",333,1,4/7/2008 8:12
289,"Barbour Hall Apartments",330,3,4/7/2008 8:13
289,"Gregorian Quad B",404,4,4/7/2008 8:13
290,"Gregorian Quad B",208,4,4/7/2008 8:13
290,"Gregorian Quad B",210,4,4/7/2008 8:13
291,"Gregorian Quad A",214,4,4/7/2008 8:14
292,"Goddard House",315,1,4/7/2008 8:14
292,"Goddard House",316,1,4/7/2008 8:14
292,"Hegeman","D309",3,4/7/2008 8:14
292,"Hegeman","D310",3,4/7/2008 8:14
293,"Hegeman","C307",3,4/7/2008 8:14
294,"Gregorian Quad B",105,4,4/7/2008 8:15
294,"Gregorian Quad B",106,4,4/7/2008 8:15
295,"Woolley",107,1,4/7/2008 8:15
295,"Woolley",113,1,4/7/2008 8:15
296,"Drop to 305",,,4/7/2008 8:15
297,"Hope College",406,1,4/7/2008 8:15
297,"Hope College",408,1,4/7/2008 8:15
298,"Hegeman","A101",3,4/7/2008 8:18
298,"Hegeman","A103",3,4/7/2008 8:18
298,"Hegeman","B104",3,4/7/2008 8:18
298,"Hegeman","B107",3,4/7/2008 8:18
299,"Hegeman","B204",3,4/7/2008 8:18
299,"Hegeman","B207",2,4/7/2008 8:18
300,"Gregorian Quad B",108,4,4/7/2008 8:19
301,"Gregorian Quad A",211,4,4/7/2008 8:19
302,"Hegeman","D210",3,4/7/2008 8:20
303,"Sears House","226A",1,4/7/2008 8:20
304,"Gregorian Quad A",209,4,4/7/2008 8:20
305,"Gregorian Quad A",403,4,4/7/2008 8:20
306,"Gregorian Quad B",104,4,4/7/2008 8:22
306,"Gregorian Quad B",110,4,4/7/2008 8:22
307,"Gregorian Quad B",302,4,4/7/2008 8:22
307,"Goddard House",330,1,4/7/2008 8:23
307,"Goddard House",329,1,4/7/2008 8:23
307,"Goddard House",331,1,4/7/2008 8:23
307,"Goddard House",335,1,4/7/2008 8:23
308,"Grad Center A",230,4,4/7/2008 8:23
309,"Barbour Hall Apartments",290,4,4/7/2008 8:23
310,"Barbour Hall",105,2,4/7/2008 8:24
311,"Hegeman","C209",3,4/7/2008 8:24
312,"Hegeman","E112",3,4/7/2008 8:24
313,"Grad Center C",110,4,4/7/2008 8:25
314,"Hegeman","D403",3,4/7/2008 8:25
314,"Hegeman","D404",3,4/7/2008 8:25
315,"Hegeman","C109",3,4/7/2008 8:25
315,"Hegeman","C208",3,4/7/2008 8:26
316,"Hegeman","D211",3,4/7/2008 8:26
316,"Goddard House",236,1,4/7/2008 8:26
317,"Grad Center C",310,6,4/7/2008 8:26
318,"Emery",411,1,4/7/2008 8:27
318,"Emery",311,1,4/7/2008 8:27
318,"Emery",309,1,4/7/2008 8:27
318,"Emery",317,1,4/7/2008 8:27
319,"Hegeman","D111",3,4/7/2008 8:27
319,"Hegeman","D110",3,4/7/2008 8:27
319,"Hope College",114,1,4/7/2008 8:28
320,"Woolley",216,1,4/7/2008 8:28
321,"New Pembroke #4",227,1,4/7/2008 8:28
322,"Hegeman","A303",3,4/7/2008 8:28
323,"Minden",406,2,4/7/2008 8:29
323,"Minden",408,2,4/7/2008 8:29
324,"Barbour Hall Apartments",60,6,4/7/2008 8:30
325,"Slater Hall",401,3,4/7/2008 8:30
326,"No Show",,,4/7/2008 8:31
327,"Slater Hall",201,4,4/7/2008 8:31
328,"Minden",507,3,4/7/2008 8:31
328,"Minden",706,2,4/7/2008 8:31
328,"Minden",707,2,4/7/2008 8:31
328,"Minden",708,2,4/7/2008 8:31
329,"Woolley",306,1,4/7/2008 8:32
329,"Woolley",307,1,4/7/2008 8:32
329,"Woolley",315,1,4/7/2008 8:32
329,"Woolley",316,1,4/7/2008 8:32
329,"Woolley",415,1,4/7/2008 8:32
329,"Woolley",416,1,4/7/2008 8:32
329,"Woolley",418,1,4/7/2008 8:32
329,"Woolley",419,1,4/7/2008 8:33
330,"Minden",202,3,4/7/2008 8:34
330,"Minden",302,3,4/7/2008 8:34
331,"Drop to 354",,,4/7/2008 8:34
332,"West Andrews",201,1,4/7/2008 8:35
333,"Barbour Hall Apartments",170,4,4/7/2008 8:35
334,"Woolley",218,1,4/7/2008 8:35
334,"Woolley",219,1,4/7/2008 8:35
334,"Woolley",223,1,4/7/2008 8:35
335,"Woolley",215,1,4/7/2008 8:36
336,"Sears House","326B",1,4/7/2008 8:36
336,"Goddard House",338,1,4/7/2008 8:36
337,"Woolley",406,1,4/7/2008 8:37
337,"Woolley",407,1,4/7/2008 8:37
337,"Woolley",423,1,4/7/2008 8:37
337,"Woolley",323,1,4/7/2008 8:37
337,"Woolley",319,1,4/7/2008 8:37
337,"Woolley",206,1,4/7/2008 8:37
338,"Minden",315,3,4/7/2008 8:38
338,"Poland House",210,1,4/7/2008 8:38
339,"Minden",506,2,4/7/2008 8:38
339,"Minden",508,2,4/7/2008 8:38
340,"Drop to 350",,,4/7/2008 8:39
341,"Chapin House",220,1,4/7/2008 8:39
342,"Minden",701,3,4/7/2008 8:39
342,"Woolley",118,1,4/7/2008 8:40
342,"Emery",117,1,4/7/2008 8:40
342,"Emery",104,1,4/7/2008 8:40
343,"Machado",31,1,4/7/2008 8:40
344,"Hope College",214,1,4/7/2008 8:40
344,"Hope College",308,1,4/7/2008 8:41
344,"Hope College",314,1,4/7/2008 8:41
344,"Hope College",316,1,4/7/2008 8:41
345,"Grad Center C",230,6,4/7/2008 8:41
345,"Grad Center C",240,5,4/7/2008 8:41
345,"Jameson House",106,1,4/7/2008 8:41
346,"Poland House",334,1,4/7/2008 8:42
346,"Poland House",336,1,4/7/2008 8:42
346,"Poland House",338,1,4/7/2008 8:42
347,"Minden",802,3,4/7/2008 8:42
348,"Goddard House",310,1,4/7/2008 8:42
348,"Goddard House",314,1,4/7/2008 8:42
348,"Goddard House",317,1,4/7/2008 8:42
348,"Goddard House",318,1,4/7/2008 8:42
349,"Goddard House",303,1,4/7/2008 8:42
350,"Drop to 408",,,4/7/2008 8:42
351,"Woolley",116,1,4/7/2008 8:43
352,"Machado",122,1,4/7/2008 8:43
353,"Goddard House",235,1,4/7/2008 8:43
354,"Grad Center A",510,5,4/7/2008 8:44
355,"Grad Center B",230,5,4/7/2008 8:44
355,"Marcy House",228,1,4/7/2008 8:44
356,"Woolley",106,1,4/7/2008 8:44
356,"Champlin",406,1,4/7/2008 8:45
356,"Champlin",108,1,4/7/2008 8:45
356,"Champlin",206,1,4/7/2008 8:45
357,"Minden",606,2,4/7/2008 8:45
357,"Minden",608,2,4/7/2008 8:45
358,"Hope College",414,1,4/7/2008 8:45
358,"Sears House","326A",1,4/7/2008 8:45
358,"Slater Hall",101,4,4/7/2008 8:46
359,"Grad Center A",210,5,4/7/2008 8:46
360,"Poland House",327,1,4/7/2008 8:46
361,"Grad Center C",440,5,4/7/2008 8:46
362,"Barbour Hall Apartments",30,4,4/7/2008 8:46
363,"No Show",,,4/7/2008 8:47
364,"Minden",702,3,4/7/2008 8:47
365,"Drop to 370",,,4/7/2008 8:47
366,"Grad Center C",330,5,4/7/2008 8:47
367,"Slater Hall",104,3,4/7/2008 8:48
368,"Barbour Hall Apartments",110,3,4/7/2008 8:48
368,"Poland House",321,1,4/7/2008 8:48
368,"Archibald House",227,1,4/7/2008 8:48
369,"Woolley",115,1,4/7/2008 8:49
369,"Woolley",119,1,4/7/2008 8:49
369,"Woolley",123,1,4/7/2008 8:49
369,"Olney House",322,1,4/7/2008 8:49
370,"Minden",801,3,4/7/2008 8:50
370,"Minden",806,2,4/7/2008 8:50
371,"Drop to 372",,,4/7/2008 8:50
372,"Wayland House","400A",7,4/7/2008 8:50
372,"Barbour Hall Apartments",270,4,4/7/2008 8:50
373,"Plantations House",102,2,4/7/2008 8:51
373,"Plantations House",201,2,4/7/2008 8:51
373,"Plantations House",202,2,4/7/2008 8:51
373,"Plantations House",203,2,4/7/2008 8:51
373,"Plantations House",301,3,4/7/2008 8:51
374,"Morriss Hall",201,6,4/7/2008 8:52
375,"Gregorian Quad B",402,2,4/7/2008 8:52
375,"Gregorian Quad B",403,2,4/7/2008 8:52
376,"Barbour Hall Apartments",120,4,4/7/2008 8:52
377,"Grad Center A",610,5,4/7/2008 8:52
378,"Drop to 393",,,4/7/2008 8:53
379,"New Pembroke #3",105,1,4/7/2008 8:53
380,"Machado",120,1,4/7/2008 8:53
381,"Minden",308,2,4/7/2008 8:54
382,"Drop to 415",,,4/7/2008 8:54
383,"New Pembroke #4",403,1,4/7/2008 8:54
384,"Archibald House",302,1,4/7/2008 8:54
384,"Archibald House",304,1,4/7/2008 8:54
384,"Archibald House",306,1,4/7/2008 8:54
385,"Barbour Hall Apartments",370,4,4/7/2008 8:54
386,"Barbour Hall Apartments",50,3,4/7/2008 8:55
386,"Olney House",321,1,4/7/2008 8:55
387,"Goddard House","306B",1,4/7/2008 8:55
388,"Olney House",324,1,4/7/2008 8:55
388,"Goddard House","306A",1,4/7/2008 8:55
