"No.","Residence Hall","Room","Occupancy","Time"
562,"Harkness House",324,2,4/19/10 6:38:24
562,"Harkness House",328,2,4/19/10 6:38:25
562,"Harkness House",329,2,4/19/10 6:38:25
563,"Barbour Hall Apartments",380,4,4/19/10 6:38:43
563,"Minden",402,3,4/19/10 6:38:48
564,"Grad Center C",420,5,4/19/10 6:39:10
564,"Grad Center C",440,5,4/19/10 6:39:11
565,"Pass",,,4/19/10 6:39:24
566,"Caswell Hall",108,2,4/19/10 6:39:39
567,"Grad Center C",220,5,4/19/10 6:39:56
567,"Grad Center C",240,5,4/19/10 6:39:57
568,"Caswell Hall",405,2,4/19/10 6:40:09
569,"Barbour Hall Apartments",30,4,4/19/10 6:40:22
570,"Grad Center D",230,5,4/19/10 6:40:39
571,"Caswell Hall",107,2,4/19/10 6:40:57
571,"Caswell Hall",109,2,4/19/10 6:40:59
572,"111 Brown Street",102,2,4/19/10 6:41:16
573,"Diman House",331,2,4/19/10 6:41:44
573,"Diman House",333,2,4/19/10 6:41:45
573,"Diman House",334,2,4/19/10 6:41:46
574,"Caswell Hall",112,2,4/19/10 6:43:49
574,"Diman House",117,2,4/19/10 6:43:56
575,"Grad Center D",640,6,4/19/10 6:44:15
576,"Plantations House",202,2,4/19/10 6:44:36
576,"111 Brown Street",202,2,4/19/10 6:44:37
577,"Diman House",121,2,4/19/10 6:45:02
578,"Diman House",328,2,4/19/10 6:45:16
578,"Diman House",327,2,4/19/10 6:45:16
578,"Diman House",308,2,4/19/10 6:45:21
579,"Pass",,,4/19/10 6:45:35
580,"Diman House",307,2,4/19/10 6:45:53
580,"Harkness House",204,2,4/19/10 6:45:57
581,"Diman House",233,2,4/19/10 6:46:14
581,"Diman House",234,2,4/19/10 6:46:15
582,"Grad Center B",230,5,4/19/10 6:46:32
583,"Barbour Hall",106,2,4/19/10 6:46:51
583,"Diman House",217,2,4/19/10 6:47:19
584,"Minden",412,4,4/19/10 6:47:39
585,"Minden",502,3,4/19/10 6:47:57
585,"Diman House",317,2,4/19/10 6:48:08
585,"Diman House",321,2,4/19/10 6:48:11
586,"Minden",602,3,4/19/10 6:48:37
587,"Grad Center A",130,5,4/19/10 6:48:51
587,"Grad Center A",140,5,4/19/10 6:48:51
588,"Harkness House",202,2,4/19/10 6:49:17
589,"Grad Center D",110,5,4/19/10 6:49:35
590,"Grad Center B",440,5,4/19/10 6:49:50
591,"Grad Center C",540,5,4/19/10 6:50:08
592,"Marcy House",319,3,4/19/10 6:50:25
593,"Sears House",307,2,4/19/10 6:50:38
593,"Sears House",308,2,4/19/10 6:50:38
594,"Harkness House",201,2,4/19/10 6:51:05
594,"Harkness House",213,2,4/19/10 6:51:05
594,"Harkness House",217,2,4/19/10 6:51:06
595,"Minden",702,3,4/19/10 6:51:29
595,"Chapin House",317,2,4/19/10 6:51:33
596,"Barbour Hall",205,3,4/19/10 6:52:34
596,"Olney House",113,2,4/19/10 6:53:40
597,"Minden",312,4,4/19/10 6:54:03
597,"Minden",512,4,4/19/10 6:54:06
598,"Chapin House",328,2,4/19/10 6:54:46
598,"Chapin House",324,2,4/19/10 6:54:45
599,"Grad Center D",630,5,4/19/10 6:54:57
600,"Barbour Hall Apartments",60,6,4/19/10 6:55:22
601,"Barbour Hall",202,2,4/19/10 6:55:47
602,"Grad Center D",320,6,4/19/10 6:56:16
602,"New Pembroke #2",215,2,4/19/10 6:56:50
603,"Grad Center A",210,5,4/19/10 6:57:11
604,"Pass",,,4/19/10 6:57:55
605,"Grad Center D",220,6,4/19/10 6:58:14
606,"Grad Center D",240,6,4/19/10 6:58:30
607,"Minden",612,4,4/19/10 6:58:57
608,"Grad Center C",230,6,4/19/10 6:59:22
609,"Grad Center B",110,5,4/19/10 6:59:40
609,"Grad Center B",120,5,4/19/10 6:59:41
610,"Olney House",117,2,4/19/10 7:00:03
611,"Sears House",228,2,4/19/10 7:00:26
611,"Sears House",229,2,4/19/10 7:00:26
611,"Sears House",230,2,4/19/10 7:00:27
612,"Pass",,,4/19/10 7:00:40
613,"Olney House",214,2,4/19/10 7:01:03
613,"Grad Center B",140,5,4/19/10 7:01:12
614,"Diman House","400A",8,4/19/10 7:01:41
614,"Chapin House",330,2,4/19/10 7:01:51
615,"Pass",,,4/19/10 7:02:08
616,"Grad Center C",140,5,4/19/10 7:02:29
616,"Minden",101,3,4/19/10 7:02:37
616,"Chapin House",214,2,4/19/10 7:03:52
617,"Sears House",304,2,4/19/10 7:04:24
617,"111 Brown Street",201,2,4/19/10 7:04:30
617,"111 Brown Street",203,2,4/19/10 7:04:32
618,"Pass",,,4/19/10 7:04:51
619,"Plantations House",201,2,4/19/10 7:05:11
619,"New Pembroke #1",415,2,4/19/10 7:05:16
619,"New Pembroke #1",315,2,4/19/10 7:05:18
619,"New Pembroke #1",201,2,4/19/10 7:05:21
619,"New Pembroke #1",301,2,4/19/10 7:05:28
620,"Minden",212,4,4/19/10 7:05:54
621,"Miller",122,2,4/19/10 7:06:08
622,"Pass",,,4/19/10 7:06:31
623,"Goddard House",223,2,4/19/10 7:07:03
623,"Goddard House",227,2,4/19/10 7:07:04
624,"Marcy House",321,2,4/19/10 7:10:14
624,"Olney House",313,2,4/19/10 7:10:18
624,"Olney House",317,2,4/19/10 7:10:21
625,"Marcy House",119,3,4/19/10 7:10:36
625,"Marcy House",121,2,4/19/10 7:10:36
626,"Pass",,,4/19/10 7:13:11
627,"Sears House",329,2,4/19/10 7:13:29
628,"Pass",,,4/19/10 7:13:38
629,"Minden",712,4,4/19/10 7:14:10
629,"Marcy House",325,2,4/19/10 7:14:29
629,"Sears House",328,2,4/19/10 7:14:41
629,"Sears House",330,2,4/19/10 7:14:42
630,"Sears House",301,2,4/19/10 7:15:42
630,"Sears House",302,2,4/19/10 7:15:42
630,"Sears House",217,2,4/19/10 7:15:58
631,"Pass",,,4/19/10 7:16:44
632,"New Pembroke #2",105,2,4/19/10 7:16:58
632,"New Pembroke #1",401,2,4/19/10 7:17:01
632,"Machado",30,2,4/19/10 7:17:07
633,"Diman House","400B",8,4/19/10 7:17:51
633,"Diman House",315,3,4/19/10 7:17:59
634,"Chapin House",313,2,4/19/10 7:18:38
634,"Chapin House",314,2,4/19/10 7:18:39
635,"Sears House",117,2,4/19/10 7:18:57
635,"Sears House",113,2,4/19/10 7:19:00
636,"Olney House",213,2,4/19/10 7:19:21
636,"Olney House",217,2,4/19/10 7:19:21
637,"Marcy House",125,2,4/19/10 7:19:42
637,"Marcy House",219,3,4/19/10 7:19:43
638,"Chapin House",323,2,4/19/10 7:20:02
639,"Barbour Hall",105,3,4/19/10 7:20:24
639,"Goddard House",327,2,4/19/10 7:20:37
640,"Jameson House",209,4,4/19/10 7:21:01
640,"Goddard House",127,2,4/19/10 7:21:12
640,"Goddard House",217,2,4/19/10 7:21:13
641,"Chapin House",213,2,4/19/10 7:23:42
641,"Chapin House",217,2,4/19/10 7:23:45
642,"Diman House",215,3,4/19/10 7:24:01
642,"Chapin House",329,2,4/19/10 7:24:03
643,"Drop to 649",,,4/19/10 7:24:46
644,"Barbour Hall",103,3,4/19/10 7:25:03
644,"Barbour Hall",303,3,4/19/10 7:25:05
645,"Pass",,,4/19/10 7:25:19
646,"Chapin House",113,2,4/19/10 7:25:36
646,"Chapin House",117,2,4/19/10 7:25:36
646,"Sears House",213,2,4/19/10 7:25:38
647,"Pass",,,4/19/10 7:26:22
648,"Pass",,,4/19/10 7:27:42
649,"Pass",,,4/19/10 7:27:53
650,"Pass",,,4/19/10 7:28:06
651,"East Andrews",214,3,4/19/10 7:28:31
651,"West Andrews",211,3,4/19/10 7:28:32
652,"Pass",,,4/19/10 7:28:44
653,"Pass",,,4/19/10 7:28:57
654,"Pass",,,4/19/10 7:29:03
655,"Pass",,,4/19/10 7:29:13
656,"Pass",,,4/19/10 7:29:22
657,"Pass",,,4/19/10 7:29:41
658,"Pass",,,4/19/10 7:29:48
659,"No Show",,,4/19/10 7:30:05
660,"Pass",,,4/19/10 7:30:16
661,"No Show",,,4/19/10 7:30:29
662,"Pass",,,4/19/10 7:30:35
663,"Jameson House",307,3,4/19/10 7:30:48
663,"Jameson House",117,3,4/19/10 7:30:49
664,"No Show",,,4/19/10 7:31:09
665,"Pass",,,4/19/10 7:31:18
666,"Pass",,,4/19/10 7:31:25
667,"Pass",,,4/19/10 7:31:37
668,"No Show",,,4/19/10 7:31:50
669,"Pass",,,4/19/10 7:31:58
670,"East Andrews",314,3,4/19/10 7:32:12
671,"Pass",,,4/19/10 7:32:26
672,"Pass",,,4/19/10 7:32:32
673,"Pass",,,4/19/10 7:32:37
674,"Pass",,,4/19/10 7:32:42
675,"Pass",,,4/19/10 7:32:50
676,"Pass",,,4/19/10 7:32:58
677,"Everett House",309,4,4/19/10 7:33:09
678,"Pass",,,4/19/10 7:33:17
679,"Pass",,,4/19/10 7:33:24
680,"Pass",,,4/19/10 7:33:29
681,"No Show",,,4/19/10 7:33:41
682,"Pass",,,4/19/10 7:33:47
683,"Pass",,,4/19/10 7:33:51
684,"Pass",,,4/19/10 7:33:56
685,"Pass",,,4/19/10 7:34:03
686,"Pass",,,4/19/10 7:34:07
687,"Pass",,,4/19/10 7:34:14
688,"Pass",,,4/19/10 7:34:23
689,"Pass",,,4/19/10 7:34:27
690,"No Show",,,4/19/10 7:34:42
691,"Pass",,,4/19/10 7:35:21
692,"Pass",,,4/19/10 7:35:27
693,"Pass",,,4/19/10 7:35:36
694,"Pass",,,4/19/10 7:35:46
695,"Pass",,,4/19/10 7:35:51
696,"Pass",,,4/19/10 7:36:01
697,"Pass",,,4/19/10 7:36:07
698,"Pass",,,4/19/10 7:36:13
699,"Pass",,,4/19/10 7:36:18
700,"Pass",,,4/19/10 7:36:23
701,"No Show",,,4/19/10 7:36:34
702,"Pass",,,4/19/10 7:36:41
703,"Pass",,,4/19/10 7:36:48
704,"No Show",,,4/19/10 7:36:58
705,"Pass",,,4/19/10 7:37:07
706,"No Show",,,4/19/10 7:37:17
707,"Pass",,,4/19/10 7:37:33
708,"Pass",,,4/19/10 7:37:38
709,"Pass",,,4/19/10 7:37:43
710,"Barbour Hall",203,3,4/19/10 7:37:55
711,"Pass",,,4/19/10 7:38:07
712,"No Show",,,4/19/10 7:38:15
713,"Pass",,,4/19/10 7:38:27
714,"Pass",,,4/19/10 7:38:30
715,"Pass",,,4/19/10 7:38:34
716,"No Show",,,4/19/10 7:38:44
717,"Pass",,,4/19/10 7:38:51
718,"Pass",,,4/19/10 7:38:55
719,"Pass",,,4/19/10 7:38:59
720,"No Show",,,4/19/10 7:39:11
721,"Pass",,,4/19/10 7:39:19
722,"Pass",,,4/19/10 7:39:24
723,"No Show",,,4/19/10 7:39:42
724,"No Show",,,4/19/10 7:39:51
725,"No Show",,,4/19/10 7:40:11
726,"No Show",,,4/19/10 7:40:25
727,"No Show",,,4/19/10 7:40:49
